# 六脉神剑 / 缠论策略回测标的池 —— 520 只
#
# 选取口径：新浪全市场快照按**当日成交额**降序取前 500 只；
# 剔除 ST/退市、北交所（新浪日线接口不支持）、停牌（成交额=0）。
# 生成命令：`python scripts/build_pool.py --n 500` + `--include` 指定的旧池
#
# 一行一只：`代码 名称`（代码用新浪格式 sh/sz + 6 位，名称仅作注释）。
#
# ⚠️ 这不是「股票池推荐」，只是为策略评估凑样本量的**回测样本**。
# 按成交额排序会偏向活跃股（含中小盘题材），与 `pool_liquid50.txt`
# 的「行业龙头」口径不同 —— 结论应看两个池是否一致，不要只看一个。

# ---- 以下 20 只由 --include 并入（原 50 只池中成交额不足的） ----

sz300308 中际旭创
sz300502 新易盛
sh600176 中国巨石
sh603986 兆易创新
sh600487 亨通光电
sh688825 长鑫科技
sz002384 东山精密
sh688256 寒武纪科技
sz300394 天孚通信
sh600183 生益科技
sz000725 京东方Ａ
sz300750 宁德时代
sh600584 长电科技
sh600522 中天科技
sh600105 永鼎股份
sz002281 光迅科技
sh688008 澜起科技
sz000636 风华高科
sh688012 中微半导体设备
sz002463 沪电股份
sz002156 通富微电
sz300476 胜宏科技
sh601138 工业富联
sz002080 中材科技
sh600667 太极实业
sz002475 立讯精密
sz300570 太辰光
sz002371 北方华创
sh688041 海光信息
sz300604 长川科技
sh601869 长飞光纤
sh688766 普冉半导体
sh688498 源杰科技
sz002185 华天科技
sh603083 剑桥科技
sh603259 药明康德
sz002436 兴森科技
sh688521 芯原微电子
sz301526 国际复材
sz002008 大族激光
sz000988 华工科技
sz300408 三环集团
sh688347 华虹宏力半导体
sh600206 有研新材
sh601899 紫金矿业
sh688802 沐曦股份
sz300475 香农芯创
sh600498 烽火通信
sz001309 德明利
sh603186 华正新材
sz300223 君正股份
sz000938 紫光股份
sz300274 阳光电源
sz300620 光库科技
sh601872 招商轮船
sz000977 浪潮信息
sh601091 N沈鼓集团
sz002428 云南锗业
sh688361 中科飞测
sh603256 宏和科技
sh688795 摩尔线程
sh688981 中芯国际
sh688072 拓荆科技
sh688432 有研硅
sz002491 通鼎互联
sz300285 国瓷材料
sh600150 中国船舶
sh688120 华海清科
sh600869 远东股份
sz002636 金安国纪
sh600127 金健米业
sz000021 深科技
sh688313 仕佳光子
sz002396 星网锐捷
sh688146 中船派瑞特气
sh688525 佰维存储
sz301308 江波龙
sh600641 先导基电
sz002851 麦格米特
sh603618 杭电股份
sz300857 协创数据
sh688048 长光华芯
sh601208 东材科技
sh600664 哈药股份
sz000657 中钨高新
sz300548 长芯博创
sz002916 深南电路
sz300014 亿纬锂能
sz000823 超声电子
sh600460 士兰微
sz300489 光智科技
sz300666 江丰电子
sz301217 铜冠铜箔
sz000100 TCL科技
sz301511 德福科技
sh603629 利通电子
sz300757 罗博特科
sz000592 平潭发展
sz002487 大金重工
sz002815 崇达技术
sh601318 中国平安
sz000981 山子高科
sh600410 华胜天成
sh603773 沃格光电
sh688702 盛科通信
sz300903 科翔股份
sh600519 贵州茅台
sh603228 景旺电子
sz002579 中京电子
sh688200 华峰测控
sz002409 雅克科技
sz002241 歌尔股份
sz301205 联特科技
sh600601 方正科技
sh688820 盛合晶微
sz301396 宏景科技
sz000338 潍柴动力
sh600330 天通股份
sz300059 东方财富
sz300433 蓝思科技
sh600378 昊华科技
sz300346 南大光电
sz300395 菲利华
sz000811 冰轮环境
sh600547 山东黄金
sz300319 麦捷科技
sh688627 精智达技术
sz300209 行云科技
sz002837 英维克
sh688143 长盈通光电
sh688836 宇树科技
sz300661 圣邦股份
sh603268 松发股份
sz002594 比亚迪
sh600276 恒瑞医药
sh600172 黄河旋风
sh688519 南亚新材料
sz300179 四方达
sh600988 赤峰黄金
sz002484 江海股份
sh603019 中科曙光
sh688300 联瑞新材
sh603893 瑞芯微
sh688801 C燧原科技
sz300759 康龙化成
sz300454 深信服
sh688808 联讯仪器
sz301018 申菱环境
sz300058 蓝色光标
sh603993 洛阳钼业
sz301080 百普赛斯
sh688110 东芯股份
sh600030 中信证券
sz002407 多氟多
sz003026 中晶科技
sz003031 中瓷电子
sz000333 美的集团
sh603127 昭衍新药
sh605358 立昂微
sh688195 腾景科技
sz300054 鼎龙股份
sz300136 信维通信
sz300398 飞凯材料
sz002938 鹏鼎控股
sh688183 生益电子
sz002584 西陇科学
sh600110 诺德股份
sz000063 中兴通讯
sh600353 旭光电子
sh688548 广钢气体股份
sz300567 精测电子
sh600186 莲花控股
sh688388 嘉元科技
sz300077 国民技术
sz002353 杰瑞股份
sz000993 闽东电力
sh600026 中远海能
sz300418 昆仑万维
sz300033 同花顺
sz002902 铭普光磁
sh603650 彤程新材
sh603002 宏昌电子
sz301536 星宸科技
sh600900 长江电力
sh600309 万华化学
sh688362 甬矽电子
sh688167 西安炬光科技
sh600721 百花医药
sh601398 工商银行
sz002980 华盛昌
sz002536 飞龙股份
sh600036 招商银行
sh688630 芯碁微装
sz002655 共达电声
sh601288 农业银行
sz300124 汇川技术
sz002821 凯莱英
sh688409 富创精密
sh688025 杰普特光电
sh688549 中巨芯科技
sh688037 芯源微电子
sh600118 中国卫星
sh688837 C信诺维
sh600396 华电辽能
sh600489 中金黄金
sz301165 锐捷网络
sz300207 欣旺达
sz301071 力量钻石
sh600362 江西铜业
sz002050 三花智控
sz002602 世纪华通
sh688205 XD德科立光电子
sh688017 绿的谐波
sh603061 金海通股份
sz002138 顺络电子
sh688629 四川华丰科技
sz300413 芒果超媒
sz300862 蓝盾光电
sh688596 正帆科技
sz301366 一博科技
sz301183 东田微
sz000070 特发信息
sh600367 红星发展
sz300672 国科微
sz002261 拓维信息
sh605376 博迁新材
sh601086 国芳集团
sz300806 斯迪克
sh688403 汇成股份
sz002222 福晶科技
sh601212 白银有色
sh600549 厦门钨业
sh605111 新洁能
sh688126 上海硅产业集团
sz000426 兴业银锡
sh603236 移远通信
sh688082 盛美上海半导体
sz002714 牧原股份
sz301583 托伦斯
sz002297 博云新材
sz301486 致尚科技
sz002716 湖南白银
sh601328 交通银行
sh688536 思瑞浦股份
sz301171 易点天下
sh603118 共进股份
sh688141 杰华特微电子
sz300373 扬杰科技
sz300017 网宿科技
sz300623 捷捷微电
sz300776 帝尔激光
sz000962 东方钽业
sz301689 电科思仪
sh600354 敦煌种业
sz000807 云铝股份
sz301666 大普微
sh603626 科森科技
sh603920 世运电路
sz002585 双星新材
sz000603 盛达资源
sh600048 保利发展
sz002155 湖南黄金
sh600246 万通发展
sz002531 天顺风能
sz300189 神农种业
sh600418 江淮汽车
sz300870 欧陆通
sh600699 均胜电子
sh688797 臻宝科技
sh688826 频准激光
sh688222 成都先导
sh688220 翱捷科技
sz300684 中石科技
sh605589 圣泉集团
sz300390 天华新能
sh688385 复旦微电
sz002202 金风科技
sz002415 海康威视
sh688343 云天励飞股份
sh600031 三一重工
sh688002 睿创微纳
sz001399 惠科股份
sh601988 中国银行
sz002913 奥士康
sh600737 中粮糖业
sz000002 万科Ａ
sz300975 商络电子
sz300613 富瀚微
sh600879 航天电子
sz300139 晓程科技
sh688028 沃尔德金刚石
sz300456 赛微电子
sz300260 新莱应材
sh603005 晶方科技
sh688147 微导纳米科技
sz300458 全志科技
